id,title,publication_date,doi
https://openalex.org/W4322631571,(Why) Are Open Research Practices the Future for the Study of Language Learning?,27-02-2023,https://doi.org/10.31219/osf.io/hpgk6
https://openalex.org/W4319041362,Inclusive, open, and reproducible developmental science
https://openalex.org/W4318705102,Modernizing authorship criteria and transparency practices to facilitate honest, open, and equitable team science
https://openalex.org/W4315498453,The potential of inclusive and collaborative Open Research processes at the science-policy interface,11-01-2023,https://doi.org/10.31235/osf.io/qzmf6
https://openalex.org/W4312070094,‘Conditional Acceptance’ (additional experiments required): A scoping review of recent evidence on key aspects of Open Peer Review,21-12-2022,https://doi.org/10.31222/osf.io/r6t8p
https://openalex.org/W4311948557,Knowledge and practices of open science among scholars and researchers in Tanzania,19-12-2022,https://doi.org/10.31730/osf.io/vs3j5
https://openalex.org/W4311833208,Open Science Perspectives on Machine Learning for the Identification of Careless Responding: A New Hope or Phantom Menace?,17-12-2022,https://doi.org/10.31234/osf.io/8t2cy
https://openalex.org/W4309217066,A tradition of open, academy-owned, and non-profit research infrastructure in Latin America
https://openalex.org/W4297856919,Supporting Open Science with frictionless publication workflows: The Tree of Life project at Wellcome Open Research,16-12-2022,https://doi.org/10.3233/isu-220167
https://openalex.org/W4297857831,Coopetition as a driver of success for community initiatives in open research,16-12-2022,https://doi.org/10.3233/isu-220168
https://openalex.org/W4309236687,Reducing Barriers to Open Science by Standardizing Practices and Realigning Incentives,12-12-2022,https://doi.org/10.38126/jspg210201
https://openalex.org/W4309236704,Open Science for Ukraine: the Case for International Cooperation,12-12-2022,https://doi.org/10.38126/jspg210205
https://openalex.org/W4309236698,Toppling the Ivory Tower: Increasing Public Participation in Research Through Open and Citizen Science,12-12-2022,https://doi.org/10.38126/jspg210203
https://openalex.org/W4309545593,How to move open science from the periphery to the centre,20-11-2022,https://doi.org/10.31219/osf.io/su3ch
https://openalex.org/W4295290221,Open and reproducible neuroimaging: From study inception to publication,01-11-2022,https://doi.org/10.1016/j.neuroimage.2022.119623
https://openalex.org/W4306925053,Hacking Limnology Workshop and <scp>DSOS22</scp>: Creating a Community of Practice for the Nexus of Data Science, Open Science, and the Aquatic Sciences
https://openalex.org/W4296182838,Rethinking Transparency and Rigor from a Qualitative Open Science Perspective,16-09-2022,https://doi.org/10.31234/osf.io/bpu5f
https://openalex.org/W4295865733,N-of-1 Trials, Their Reporting Guidelines, and the Advancement of Open Science Principles
https://openalex.org/W4293388357,Open digital infrastructures for bridging professional cultures: the case of extreme citizen science between journalism and research,28-08-2022,https://doi.org/10.31235/osf.io/n9cev
https://openalex.org/W4290830403,Promoting trust in research and researchers: How open science and research integrity are intertwined,12-08-2022,https://doi.org/10.31222/osf.io/ngt3p
https://openalex.org/W3202955757,Promoting Open Science Through Research Data Management,28-07-2022,https://doi.org/10.1162/99608f92.9497f68e
https://openalex.org/W4285389780,Open Science for Computer Simulation,14-07-2022,https://doi.org/10.31219/osf.io/zpxtm
https://openalex.org/W4285093029,Reducing barriers to open science by standardizing practices and realigning incentives,12-07-2022,https://doi.org/10.31219/osf.io/hmgnq
https://openalex.org/W4283836446,Lessons Learned: A Neuroimaging Research Center’s Transition to Open and Reproducible Science,06-07-2022,https://doi.org/10.31219/osf.io/fe74t
https://openalex.org/W4281890057,Development of a Concept Inventory on Open and Transparent Research Practices,10-06-2022,https://doi.org/10.31234/osf.io/vw3z8
https://openalex.org/W4281886503,Ten strategies to foster open science in psychology and beyond,03-06-2022,https://doi.org/10.31234/osf.io/c38a2
https://openalex.org/W4281658583,The LOTUS initiative for open knowledge management in natural products research,26-05-2022,https://doi.org/10.7554/elife.70780
https://openalex.org/W4281658938,Open knowledge management in university education in the context of digital transformation,25-05-2022,https://doi.org/10.53730/ijhs.v6ns4.7880
https://openalex.org/W4280516957,Open Science in Developmental Science,20-05-2022,https://doi.org/10.31234/osf.io/uqjf9
https://openalex.org/W4280515427,Open Science, Closed Doors,12-05-2022
https://openalex.org/W4229452124,Open and reproducible practices in developmental psychology research: The workflow of the WomCogDev lab as an example,09-05-2022,https://doi.org/10.31234/osf.io/73bwu
https://openalex.org/W4223956046,Open and reproducible neuroimaging: from study inception to publication,13-04-2022,https://doi.org/10.31219/osf.io/pu5vb
https://openalex.org/W4226227937,Open Science Considerations for Descriptive Research in Developmental Science,07-04-2022,https://doi.org/10.31234/osf.io/wfp37
https://openalex.org/W4225978486,Open Science Research Priorities in Health Psychology,06-04-2022,https://doi.org/10.31234/osf.io/a7vrz
https://openalex.org/W4221054929,Open and reproducible science practices in psychoneuroendocrinology: opportunities to foster scientific progress,30-03-2022,https://doi.org/10.31234/osf.io/d2zvc
https://openalex.org/W4220803999,Adapting Open Science and Pre-registration to Longitudinal Research,14-03-2022,https://doi.org/10.31234/osf.io/gtsvw
https://openalex.org/W4214843848,Indicators of research quality, quantity, openness and responsibility in institutional promotion
https://openalex.org/W4212970632,Open Science and Multicultural Research: Some Data, Considerations, and Recommendations
https://openalex.org/W4213121860,Open Science in Human Electrophysiology,14-02-2022,https://doi.org/10.31234/osf.io/hyvzn
https://openalex.org/W4213011624,Open Science at the Science-policy Interface: Bringing in the Evidence?,05-02-2022,https://doi.org/10.31235/osf.io/g5nuv
https://openalex.org/W4213250644,Using the Reproducible Open Coding Kit &amp,,
https://openalex.org/W4206105448,Legacy of Jon Tennant, “Open science is just good science”,04-01-2022
https://openalex.org/W3175645354,Open and autonomous. The basis for trust in science,27-12-2021,https://doi.org/10.3233/isu-210103
https://openalex.org/W3196891442,Opening doors to discovery: Partnerships are key to advancing open science,27-12-2021,https://doi.org/10.3233/isu-210105
https://openalex.org/W3207182139,Embedding open and reproducible science into teaching: A bank of lesson plans and resources.,23-12-2021,https://doi.org/10.1037/stl0000307
https://openalex.org/W4205699956,Developing and disseminating data analysis tools for open science,14-12-2021,https://doi.org/10.31219/osf.io/qzawb
https://openalex.org/W4200138279,Open science practices and risks arising from misuse of biological research,10-12-2021,https://doi.org/10.31222/osf.io/8afwn
https://openalex.org/W4200133049,Is Open Science Neoliberal?,29-11-2021,https://doi.org/10.31234/osf.io/ft8dc
https://openalex.org/W4200257162,Open Science Practices in Gambling Research Publications (2016 – 2019): A Scoping Review,23-11-2021,https://doi.org/10.31219/osf.io/a82vn
https://openalex.org/W3213639171,Help Shape the Transition to Open,16-11-2021,https://doi.org/10.21428/6ffd8432.9b31046a
https://openalex.org/W3212607783,The Open Transition Takes Center Stage,16-11-2021,https://doi.org/10.21428/6ffd8432.3e4dfdae
https://openalex.org/W4200614412,Open Developmental Science: An Overview and Annotated Reading List,13-11-2021,https://doi.org/10.31234/osf.io/6fk98
https://openalex.org/W4205253287,Open Communitition,13-11-2021,https://doi.org/10.26686/wgtn.17005564
https://openalex.org/W4200400079,Open Science, Data Analysis, and Data Sharing
https://openalex.org/W3209146648,The importance of adherence to international standards for depositing open data in public repositories,02-11-2021,https://doi.org/10.1186/s13104-021-05817-z
https://openalex.org/W4255771648,Open Science in Applied Linguistics: A Preliminary Survey,28-10-2021,https://doi.org/10.31219/osf.io/kuf26
https://openalex.org/W4242539337,Replication and Open Science in Applied Linguistics Research,27-10-2021,https://doi.org/10.31219/osf.io/bqr9w
https://openalex.org/W4256219450,Trusting on the Shoulders of Open Giants? Open Science Increases Trust in Science for the Public and Academics,24-10-2021,https://doi.org/10.31219/osf.io/g328c
https://openalex.org/W3205621661,Open and Clarified Process of Compatibility Standards for Promoting Data Exchange,08-10-2021,https://doi.org/10.1007/s12626-021-00087-4
https://openalex.org/W3207721366,When open data closes the door: A critical examination of the past, present and the potential future for open data guidelines in journals,06-10-2021
https://openalex.org/W3183934343,Supervised Authorship Segmentation of Open Source Code Projects,23-07-2021,https://doi.org/10.2478/popets-2021-0080
https://openalex.org/W3179910017,Dynamics of Cumulative Advantage and Threats to Equity in Open Science - A Scoping Review,08-07-2021,https://doi.org/10.31235/osf.io/d5fz7
https://openalex.org/W4235959030,Bridging Feminist Psychology and Open Science: Feminist Tools and Shared Values Inform Best Practices for Science Reform,22-06-2021,https://doi.org/10.31234/osf.io/zejhm
https://openalex.org/W3186221456,Wikipedia at the University: engaging students and teachers in open knowledge and collaborative work,22-06-2021,https://doi.org/10.4995/head21.2021.13104
https://openalex.org/W3170447327,Systematizing Confidence in Open Research and Evidence (SCORE),04-05-2021,https://doi.org/10.31235/osf.io/46mnb
https://openalex.org/W3166996140,Organization of Free and Open Source Software Projects: In-between the Community and Traditional Governance,04-05-2021,https://doi.org/10.15728/bbr.2021.18.3.6
https://openalex.org/W4244631565,Crowdsourced meta-analysis in psychological science: An open science approach to compiling and synthesizing scientific knowledge,04-05-2021,https://doi.org/10.31219/osf.io/xdfjm
https://openalex.org/W3045648760,WP5 Scoping Report: Building an Open Dissemination System,21-04-2021,https://doi.org/10.21428/785a6451.939caeab
https://openalex.org/W3145709050,FRET-based dynamic structural biology: Challenges, perspectives and an appeal for open-science practices,29-03-2021
https://openalex.org/W3202534483,Evaluation of open-source learning management systems (LMS) using design science research methodology,26-03-2021,https://doi.org/10.33422/etconf.2021.03.81
https://openalex.org/W3183365357,Collaboration and Open Science Initiatives in Primate Research,25-03-2021,https://doi.org/10.31219/osf.io/7c93a
https://openalex.org/W3154878857,Centering inclusivity in the design of online conferences - An OHBM - Open Science perspective,23-03-2021,https://doi.org/10.31234/osf.io/vj5tu
https://openalex.org/W4239857708,Gambling Researchers’ Use and Views of Open Science Principles and Practices: A Brief Report,18-03-2021,https://doi.org/10.31219/osf.io/zpyta
https://openalex.org/W3102128345,Open Science and information literacy,16-03-2021,https://doi.org/10.32384/jeahil17448
https://openalex.org/W3149518315,As an open scientist, you're good-to-get what you need,09-03-2021
https://openalex.org/W3151396154,Performing Open Science Culture,03-03-2021,https://doi.org/10.21428/8bbb7f85.563ab058
https://openalex.org/W4232051071,Open Science in Kenya: Where are we?,18-02-2021,https://doi.org/10.31730/osf.io/mgkw3
https://openalex.org/W3131803750,We’re all in this together: recommendations from the Society of Behavioral Medicine’s Open Science Working Group,17-02-2021,https://doi.org/10.1093/tbm/ibaa126
https://openalex.org/W4256197947,Questionable Research Practices and Open Science in Quantitative Criminology,18-01-2021,https://doi.org/10.31235/osf.io/bwm7s
https://openalex.org/W2961693277,Digital platform openness: Drivers, dimensions and outcomes,01-01-2021
https://openalex.org/W2909787772,Framework for Prioritization of Open Data Publication: An Application to Smart Cities,01-01-2021,https://doi.org/10.1109/tetc.2019.2893016
https://openalex.org/W4238575325,The importance of open research practices to empirical research in the evolutionary social sciences,16-12-2020,https://doi.org/10.31235/osf.io/2y3st
https://openalex.org/W4230498019,Open Science in Psychophysiology: An Overview of Challenges and Emerging Solutions,19-11-2020,https://doi.org/10.31234/osf.io/ryspq
https://openalex.org/W4253067148,Practice what you preach: Credibility-enhancing displays and the growth of open science,14-10-2020,https://doi.org/10.31234/osf.io/897av
https://openalex.org/W4239960724,Navigating Open Science as Early Career Feminist Researchers,13-10-2020,https://doi.org/10.31234/osf.io/f9m47
https://openalex.org/W4212977017,Governing Open Health Data in Latin America,25-08-2020,https://doi.org/10.7551/mitpress/11635.003.0017
https://openalex.org/W3163503506,When Values Collide: Why Scientists Argue About Open Science and How to Move Forward,24-08-2020,https://doi.org/10.31234/osf.io/q9d28
https://openalex.org/W3160267623,Open Science at Liberal Arts Colleges,23-08-2020,https://doi.org/10.31234/osf.io/437c8
https://openalex.org/W3047437031,Research Data Recycling through Open Sharing and Reuse: A Case Study of Sustainable Digital Good Consumption in the Sharing Economy,03-07-2020,https://doi.org/10.20944/preprints202007.0035.v1
https://openalex.org/W4255231711,No Better Time to Practice Open Science Than Now,17-06-2020,https://doi.org/10.31730/osf.io/srwx3
https://openalex.org/W4255277535,Easing Into Open Science: A Guide for Graduate Students and Their Advisors,08-05-2020,https://doi.org/10.31234/osf.io/vzjdp
https://openalex.org/W3021440003,Doing Data Science on the Shoulders of Giants: The Value of Open Source Software for the Data Science Community,30-04-2020,https://doi.org/10.1162/99608f92.268cc8e4
https://openalex.org/W3016680499,The future of product creation is open and community-based,15-04-2020,https://doi.org/10.32907/ro-113-69
https://openalex.org/W3013801070,Quality of Open Research Data: Values, Convergences and Governance,25-03-2020
https://openalex.org/W3006289070,Open Science principles for accelerating trait-based science across the Tree of Life,17-02-2020,https://doi.org/10.1038/s41559-020-1109-6
https://openalex.org/W3004537452,Science through Wikipedia: A novel representation of open knowledge through co-citation networks,10-02-2020,https://doi.org/10.1371/journal.pone.0228713
https://openalex.org/W2990273399,Open science from the standpoint of the new wave of researchers: Views from the scholarly frontline1,06-02-2020,https://doi.org/10.3233/isu-190069
https://openalex.org/W4236358195,Conducting a Meta-Analysis in the Age of Open Science: Tools, Tips, and Practical Recommendations
https://openalex.org/W3099334612,The future of arXiv and knowledge discovery in open science,01-01-2020,https://doi.org/10.18653/v1/2020.sdp-1.2
https://openalex.org/W4323020742,Towards an Open Science Definition as a Political and Legal Framework: Sharing and Dissemination af Research Outputs,01-01-2020,https://doi.org/10.58944/yuro5734
https://openalex.org/W2995326226,Enhancing scientific credibility: An open science strategy for the South African Journal of Industrial Psychology,12-12-2019,https://doi.org/10.4102/sajip.v45i0.1768
https://openalex.org/W2994890174,Open Science, Open Data, and Open Scholarship: European Policies to Make Science Fit for the Twenty-First Century
https://openalex.org/W2956441715,Co-building Open Science: Portrait of the University Library as a Publisher,27-11-2019,https://doi.org/10.25281/0869-608x-2019-68-5-517-523
https://openalex.org/W4237693875,Challenges, Open Research Issues and Tools in Bigdata Analytics,02-11-2019
https://openalex.org/W4251805646,Collaborative open science as a way to reproducibility and new insights in primate cognition research,31-10-2019,https://doi.org/10.31234/osf.io/8w7zd
https://openalex.org/W4252755086,Both Questionable and Open Research Practices are Prevalent in Education Research,31-10-2019,https://doi.org/10.35542/osf.io/f7srb
https://openalex.org/W3160949366,Behaviour Change for Open Science,26-09-2019,https://doi.org/10.31234/osf.io/tch4w
https://openalex.org/W2973787848,The limits to openness: Co-working, design and social innovation in the neoliberal city,17-09-2019
https://openalex.org/W2972809368,Ten simple rules for helping newcomers become contributors to open projects,12-09-2019,https://doi.org/10.1371/journal.pcbi.1007296
https://openalex.org/W2971999011,From Open Journalism to Closed Data: Data Journalism in Italy,03-09-2019,https://doi.org/10.1080/21670811.2019.1657778
https://openalex.org/W2971727234,Open Data and Transparency: Opportunities and Challenges in the Swiss Context,02-09-2019,https://doi.org/10.1080/15309576.2019.1657914
https://openalex.org/W2969587639,Bots Coordinating Work in Open Source Software Projects,01-09-2019,https://doi.org/10.1109/mc.2018.2885970
https://openalex.org/W2971262016,Assessing the Openness and Conviviality of Open Source Technology: The Case of the WikiHouse,30-08-2019,https://doi.org/10.3390/su11174746
https://openalex.org/W2969395106,Empowering open science with reflexive and spatialised indicators,23-08-2019,https://doi.org/10.1177/2399808319870816
https://openalex.org/W4237457671,The path to open data,19-08-2019,https://doi.org/10.1038/s41581-019-0188-6
https://openalex.org/W2966938201,How to Teach Open Science Principles in the Undergraduate Curriculum—The Hagen Cumulative Science Project,13-08-2019,https://doi.org/10.1177/1475725719868149
https://openalex.org/W2956766484,The advantages of <scp>UK</scp> Biobank's open‐access strategy for health research,02-08-2019,https://doi.org/10.1111/joim.12955
https://openalex.org/W4244823405,``Because it is the Right Thing to Do'': Taking Stock of the Peer Reviewers’ Openness Initiative,30-07-2019,https://doi.org/10.31234/osf.io/h39jt
https://openalex.org/W2913782620,Participation Research and Open Strategy,18-07-2019,https://doi.org/10.1017/9781108347921.003
https://openalex.org/W2964020128,The SIGIR 2019 Open-Source IR Replicability Challenge (OSIRRC 2019),18-07-2019,https://doi.org/10.1145/3331184.3331647
https://openalex.org/W2920935996,A Sensemaking Perspective on Open Strategy,18-07-2019,https://doi.org/10.1017/9781108347921.015
https://openalex.org/W4211028607,The Politics of Openness,18-07-2019,https://doi.org/10.1017/9781108347921.019
https://openalex.org/W2960685922,Orientations of Open Strategy: From Resistance to Transformation,18-07-2019,https://doi.org/10.1017/9781108347921.010
https://openalex.org/W2956454713,Beyond Open Data Hackathons: Exploring Digital Innovation Success,09-07-2019,https://doi.org/10.3390/info10070235
https://openalex.org/W2966090140,Making Open Science Work for Science and Society,01-07-2019,https://doi.org/10.1289/ehp4808
https://openalex.org/W2924655002,An open science rare diseases research initiative: the University of North Carolina Catalyst,01-07-2019,https://doi.org/10.4155/fdd-2019-0003
https://openalex.org/W2955211793,Open Science and the Science-Society Relationship,15-06-2019,https://doi.org/10.1007/s12115-019-00361-w
https://openalex.org/W2943712325,A Perspective on Extreme Open Science: Companies Sharing Compounds without Restriction,01-06-2019,https://doi.org/10.1177/2472555219838210
https://openalex.org/W2947141262,On reproducibility and replicability: Arguing for open science practices and methodological improvements at the South African Journal of Industrial Psychology,30-05-2019,https://doi.org/10.4102/sajip.v45i0.1607
https://openalex.org/W2942080774,Privacy, Anonymity, and Perceived Risk in Open Collaboration
https://openalex.org/W2943216811,Open science challenges, benefits and tips in early career and beyond,01-05-2019
https://openalex.org/W2945621622,Open Collaborative Data - using OSS Principles to Share Data in SW Engineering,01-05-2019,https://doi.org/10.1109/icse-nier.2019.00015
https://openalex.org/W3106107273,Towards open and reproducible multi-instrument analysis in gamma-ray astronomy,30-04-2019,https://doi.org/10.1051/0004-6361/201834938
https://openalex.org/W2941067157,Improving Open Science Using Linked Open Data: CONICET Digital Use Case,17-04-2019,https://doi.org/10.24215/16666038.19.e05
https://openalex.org/W2936376640,Open and Reproducible Research on Open Science Framework,12-04-2019,https://doi.org/10.1002/cpet.32
https://openalex.org/W2943210186,Embracing Open Science and Transparency in Health Psychology,03-04-2019,https://doi.org/10.1080/17437199.2019.1605614
https://openalex.org/W4235085805,Irrelevant Events and Voting Behavior: Replications Using Principles from Open Science,03-04-2019,https://doi.org/10.31222/osf.io/udfs9
https://openalex.org/W2946093684,Agile Mechanisms for Open Data Process Innovation in Public Sector Organizations,03-04-2019,https://doi.org/10.1145/3326365.3326387
https://openalex.org/W2922434216,<i>Gifted Child Quarterly</i>’s Commitment to Transparency, Openness, and Research Improvement
https://openalex.org/W2943367873,A descriptive analysis of the characteristics and the peer review process of systematic review protocols published in an open peer review journal from 2012 to 2017,13-03-2019,https://doi.org/10.1186/s12874-019-0698-8
https://openalex.org/W2890686262,Open Science - the new paradigm for research and education?,12-03-2019,https://doi.org/10.3233/isu-180014
https://openalex.org/W2918522547,OpenCon 2018: Building a community of openness, advocacy, and activism
https://openalex.org/W2913739534,Open Principles in New Business Models for Information Systems,01-03-2019,https://doi.org/10.3390/joitmc5010006
https://openalex.org/W2924635422,Open Source, Collaboration, and Access: A Critical Analysis of “Openness” in the Design Field
https://openalex.org/W2921092441,Open Science in Data-Intensive Psychology and Cognitive Science,01-03-2019,https://doi.org/10.1177/2372732218790283
